id	rank	name	parentid	childcount	min	max	mode	median	mean	stddev	sum16slist
3255	genus	Chlamydophila	3473	30	1	1	1	1.0	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3256	genus	Gilliamella	3333	1	4	4	4	4	4.00	0.00	[4]
3257	genus	Cryptobacterium	3431	1	3	3	3	3	3.00	0.00	[3]
3258	genus	Caldilinea	3428	1	2	2	2	2	2.00	0.00	[2]
3259	genus	Desulfurococcus	3457	3	1	1	1	1	1.00	0.00	[1, 1, 1]
3260	genus	Hippea	3417	1	2	2	2	2	2.00	0.00	[2]
3261	genus	Thermosediminibacter	3504	1	3	3	3	3	3.00	0.00	[3]
3262	genus	Alkaliphilus	3545	2	8	10		9.0	9.00	1.00	[10, 8]
3263	genus	Ketogulonicigenium	3558	2	5	5	5	5.0	5.00	0.00	[5, 5]
3264	genus	Butyrivibrio	3444	1	6	6	6	6	6.00	0.00	[6]
3265	genus	Eubacterium	3390	2	5	7		6.0	6.00	1.00	[5, 7]
3266	genus	Clavibacter	3485	3	2	2	2	2	2.00	0.00	[2, 2, 2]
3267	genus	Thermacetogenium	3359	1	3	3	3	3	3.00	0.00	[3]
3268	genus	GpIV	3345	1	1	1	1	1	1.00	0.00	[1]
3269	genus	Pusillimonas	3439	1	2	2	2	2	2.00	0.00	[2]
3270	genus	Anaeromyxobacter	3532	4	2	2	2	2.0	2.00	0.00	[2, 2, 2, 2]
3271	genus	Picrophilus	3391	1	1	1	1	1	1.00	0.00	[1]
3272	genus	Erysipelothrix	3515	2	3	7		5.0	5.00	2.00	[7, 3]
3273	genus	Brucella	3362	21	3	3	3	3	3.00	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
3274	genus	Gluconobacter	3328	2	4	5		4.5	4.50	0.50	[4, 5]
3275	genus	Escherichia/Shigella	3537	75	6	7	7	7	6.99	0.11	[7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 7, 7, 7, 7, 7, 7]
3276	genus	Methanospirillum	3555	1	4	4	4	4	4.00	0.00	[4]
3277	genus	Xylella	3561	7	2	2	2	2	2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
3278	genus	Petrotoga	3422	1	2	2	2	2	2.00	0.00	[2]
3279	genus	Persephonella	3410	1	2	2	2	2	2.00	0.00	[2]
3280	genus	Brevundimonas	3524	1	2	2	2	2	2.00	0.00	[2]
3281	genus	Buchnera	3537	17	1	1	1	1	1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3282	genus	Verrucosispora	3501	1	3	3	3	3	3.00	0.00	[3]
3283	genus	Anaerococcus	3336	1	4	4	4	4	4.00	0.00	[4]
3284	genus	Simkania	3337	1	1	1	1	1	1.00	0.00	[1]
3285	genus	Geodermatophilus	3472	1	3	3	3	3	3.00	0.00	[3]
3286	genus	Parvularcula	3493	1	1	1	1	1	1.00	0.00	[1]
3287	genus	Mobiluncus	3430	1	2	2	2	2	2.00	0.00	[2]
3288	genus	Silicibacter	3558	1	3	3	3	3	3.00	0.00	[3]
3289	genus	Oceanimonas	3523	1	7	7	7	7	7.00	0.00	[7]
3290	genus	Syntrophobacter	3455	1	2	2	2	2	2.00	0.00	[2]
3291	genus	Acidothermus	3340	1	1	1	1	1	1.00	0.00	[1]
3292	genus	Nitrosococcus	3334	3	2	2	2	2	2.00	0.00	[2, 2, 2]
3293	genus	Dinoroseobacter	3558	1	2	2	2	2	2.00	0.00	[2]
3294	genus	Saccharothrix	3429	1	4	4	4	4	4.00	0.00	[4]
3295	genus	"Candidatus Korarchaeum"	3785	1	1	1	1	1	1.00	0.00	[1]
3296	genus	Nocardiopsis	3538	2	5	5	5	5.0	5.00	0.00	[5, 5]
3297	genus	Diaphorobacter	3449	2	3	3	3	3.0	3.00	0.00	[3, 3]
3298	genus	Cellvibrio	3367	1	3	3	3	3	3.00	0.00	[3]
3299	genus	Rhodothermus	3326	2	1	1	1	1.0	1.00	0.00	[1, 1]
3300	genus	Aggregatibacter	3512	5	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6]
3301	genus	Sporolactobacillaceae_incertae_sedis	3407	2	7	10		8.5	8.50	1.50	[7, 10]
3302	genus	Cyclobacterium	3383	1	3	3	3	3	3.00	0.00	[3]
3303	genus	Acidaminococcus	3522	2	3	6		4.5	4.50	1.50	[6, 3]
3304	genus	Halorubrum	3405	1	3	3	3	3	3.00	0.00	[3]
3305	genus	Starkeya	3341	1	1	1	1	1	1.00	0.00	[1]
3306	genus	Rhodopirellula	3488	1	1	1	1	1	1.00	0.00	[1]
3307	genus	Desulfurella	3417	1	2	2	2	2	2.00	0.00	[2]
3308	genus	Marinobacter	3412	4	3	3	3	3.0	3.00	0.00	[3, 3, 3, 3]
3309	genus	Methanobacterium	3496	4	2	3	2	2.0	2.25	0.43	[2, 3, 2, 2]
3310	genus	Kitasatospora	3456	1	9	9	9	9	9.00	0.00	[9]
3311	genus	Sphingobium	3468	3	2	3	3	3	2.67	0.47	[3, 3, 2]
3312	genus	Thermodesulfobacterium	3384	1	1	1	1	1	1.00	0.00	[1]
3313	genus	Bdellovibrio	3519	3	1	2	2	2	1.67	0.47	[2, 2, 1]
3314	genus	Mannheimia	3512	11	6	6	6	6	6.00	0.00	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]
3315	genus	Anaerobaculum	3344	1	2	2	2	2	2.00	0.00	[2]
3316	genus	Oceanithermus	3526	1	2	2	2	2	2.00	0.00	[2]
3317	genus	Halolamina	3405	1	2	2	2	2	2.00	0.00	[2]
3318	genus	Salinispora	3501	2	3	3	3	3.0	3.00	0.00	[3, 3]
3319	genus	Asticcacaulis	3524	1	3	3	3	3	3.00	0.00	[3]
3320	family	Family VII	3723	1	3	3			3.00	0.00	[3, 3]
3321	family	Coxiellaceae	3674	1	1	1			1.00	0.00	[1, 1, 1, 1, 1]
3322	family	Methanopyraceae	3677	1	1	1			1.00	0.00	[1]
3323	family	Campylobacteraceae	3686	3	1	5			3.39	1.01	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 1, 3, 3, 3, 3, 5, 4, 5, 5, 5, 3, 2]
3324	family	Nakamurellaceae	3586	1	2	2			2.00	0.00	[2]
3325	family	Methanocorpusculaceae	3697	1	3	3			3.00	0.00	[3]
3326	family	"Rhodothermaceae"	3608	2	1	1			1.00	0.00	[1, 1, 1]
3327	family	Alteromonadales_incertae_sedis	3628	1	3	3			3.00	0.00	[3]
3328	family	Acetobacteraceae	3631	5	2	5			3.77	1.10	[5, 5, 5, 5, 5, 5, 4, 4, 5, 3, 3, 3, 3, 2, 2, 4, 5]
3329	family	Dermabacteraceae	3577	1	3	3			3.00	0.00	[3]
3330	family	Rhodobiaceae	3671	1	1	1			1.00	0.00	[1]
3331	family	Mycoplasmataceae	3606	2	1	2			1.72	0.28	[1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2]
3332	family	Peptococcaceae 1	3620	5	3	8			4.82	1.85	[8, 4, 6, 5, 6, 6, 3, 3, 4, 3]
3333	family	Orbaceae	3680	1	4	4			4.00	0.00	[4]
3334	family	Chromatiaceae	3689	3	2	3			2.67	0.47	[3, 3, 2, 2, 2]
3335	family	"Fibrobacteraceae"	3635	1	3	3			3.00	0.00	[3, 3]
3336	family	Clostridiales_Incertae Sedis XI	3620	2	4	4			4.00	0.00	[4, 4]
3337	family	Simkaniaceae	3605	1	1	1			1.00	0.00	[1]
3338	family	"Fusobacteriaceae"	3603	2	5	8			6.50	1.50	[8, 5, 5, 5]
3339	family	Segniliparaceae	3589	1	1	1			1.00	0.00	[1]
3340	family	Acidothermaceae	3586	1	1	1			1.00	0.00	[1]
3341	family	Xanthobacteraceae	3671	3	1	3			2.00	0.82	[2, 3, 1]
3342	family	"Prevotellaceae"	3622	2	4	5			4.50	0.50	[4, 4, 4, 4, 4, 5]
3343	family	Caldisphaeraceae	3623	1	1	1			1.00	0.00	[1]
3344	family	Synergistaceae	3690	4	2	3			2.75	0.43	[3, 3, 3, 2]
3345	family	Family IV	3723	1	1	1			1.00	0.00	[1]
3346	family	Desulfohalobiaceae	3615	1	2	2			2.00	0.00	[2]
3347	family	Nautiliaceae	3596	2	2	4			3.00	1.00	[2, 4]
3348	family	Methanococcaceae	3698	2	2	4			2.43	0.43	[3, 3, 2, 3, 4, 3, 2, 2]
3349	family	Peptococcaceae 2	3620	2	2	10			4.50	2.50	[8, 10, 8, 3, 5, 8, 2]
3350	family	Syntrophomonadaceae	3620	3	2	5			3.33	1.25	[2, 3, 5, 5]
3351	family	Methylocystaceae	3671	1	1	1			1.00	0.00	[1]
3352	family	Oxalobacteraceae	3634	4	1	3			2.25	0.83	[3, 1, 2, 2, 3]
3353	family	Glycomycetaceae	3595	1	2	2			2.00	0.00	[2]
3354	family	Corynebacteriaceae	3589	1	3	7			4.48	0.00	[6, 5, 5, 6, 3, 6, 3, 3, 4, 3, 4, 6, 5, 5, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 7, 6, 6, 5, 4, 6, 4, 3, 4, 5, 4, 4, 4, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4]
3355	family	Legionellaceae	3674	1	3	4			3.10	0.00	[3, 3, 3, 3, 4, 3, 3, 3, 3, 3]
3356	family	Nitrosopumilaceae	3665	1	1	1			1.00	0.00	[1, 1, 1, 1]
3357	family	Deferribacteraceae	3675	3	2	2			2.00	0.00	[2, 2, 2]
3358	family	Carnobacteriaceae	3641	1	6	8			7.33	0.00	[8, 6, 8]
3359	family	Thermoanaerobacteraceae	3619	6	1	4			3.00	1.15	[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 2, 3]
3360	family	Paenibacillaceae 1	3609	3	5	15			10.29	4.10	[12, 8, 12, 14, 13, 9, 14, 14, 13, 8, 9, 13, 6, 7, 15, 5]
3361	family	Hahellaceae	3658	1	5	5			5.00	0.00	[5]
3362	family	Brucellaceae	3671	2	3	4			3.50	0.50	[4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]
3363	family	Halobacteroidaceae	3645	2	5	5			5.00	0.00	[5, 5]
3364	family	Cardiobacteriaceae	3670	1	3	3			3.00	0.00	[3]
3365	family	Nitrososphaeraceae	3598	1	1	1			1.00	0.00	[1, 1, 1]
3366	family	Family XII	3723	1	2	2			2.00	0.00	[2]
3367	family	Pseudomonadaceae	3700	3	3	7			4.67	1.25	[6, 6, 4, 7, 5, 5, 5, 5, 6, 7, 4, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 4, 6, 4, 5, 4, 4, 7, 4, 6, 4, 4, 6, 4, 7, 7, 4, 5, 5, 4, 5, 7, 5, 4, 7, 4, 4, 4, 5, 4, 4, 6, 6, 6, 5, 4, 4, 4, 4, 4, 4, 5, 5, 6, 7, 6, 5, 6, 6, 4, 4, 5, 3]
3368	family	Streptococcaceae	3641	2	1	7			5.32	0.54	[6, 4, 4, 6, 6, 7, 5, 7, 5, 6, 6, 6, 6, 7, 4, 6, 4, 6, 4, 4, 4, 4, 4, 4, 5, 6, 4, 5, 5, 4, 4, 4, 4, 6, 5, 4, 4, 4, 6, 4, 5, 4, 4, 4, 7, 4, 4, 5, 5, 4, 6, 1, 6, 6, 5, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 6, 5, 4, 4, 4, 5, 4, 6, 6, 4, 5, 4, 4, 5, 4, 4, 7, 5, 5, 4, 6, 7, 5, 5, 4, 4, 4, 4, 4, 4, 6, 4, 4, 7, 7, 7, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 2, 4, 4, 4, 6, 6, 6, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6]
3369	family	"Saprospiraceae"	3608	2	2	3			2.50	0.50	[2, 3]
3370	family	"Rikenellaceae"	3622	2	1	3			2.00	0.50	[2, 1, 3, 2]
3371	family	Fervidicoccaceae	3691	1	1	1			1.00	0.00	[1]
3372	family	Caldisericaceae	3663	1	1	1			1.00	0.00	[1]
3373	family	Thermoplasmataceae	3684	1	1	1			1.00	0.00	[1, 1]
3374	family	Streptosporangiaceae	3579	1	6	6			6.00	0.00	[6]
3375	family	"Nitrospiraceae"	3599	3	1	3			1.50	0.71	[3, 2, 1, 1]
3376	family	Flavobacteriaceae	3625	23	2	8			3.08	1.48	[2, 8, 2, 5, 4, 4, 4, 3, 2, 5, 2, 4, 3, 2, 2, 3, 6, 3, 5, 4, 6, 6, 6, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 5, 2, 2]
3377	family	"Herpetosiphonaceae"	3687	1	5	5			5.00	0.00	[5]
3378	family	Hyphomicrobiaceae	3671	3	1	2			1.67	0.47	[2, 2, 1, 1, 1]
3379	family	Helicobacteraceae	3686	5	1	4			3.09	0.69	[3, 3, 3, 4, 4, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3380	family	Desulfomicrobiaceae	3615	1	2	2			2.00	0.00	[2]
3381	family	Hyphomonadaceae	3682	3	1	2			1.67	0.47	[1, 2, 2]
3382	family	Bacillaceae 2	3609	5	6	8			7.00	0.63	[7, 7, 8, 7, 6]
3383	family	"Cyclobacteriaceae"	3608	3	3	4			3.67	0.47	[4, 4, 3]
3384	family	Thermodesulfobacteriaceae	3678	2	1	2			1.50	0.50	[2, 1]
3385	family	Micrococcaceae	3577	5	2	6			3.07	1.22	[2, 2, 3, 3, 5, 6, 5, 6, 4, 6]
3386	family	Opitutaceae	3644	1	1	1			1.00	0.00	[1]
3387	family	Gallionellaceae	3636	2	2	3			2.50	0.50	[2, 3]
3388	family	Erythrobacteraceae	3660	1	1	1			1.00	0.00	[1]
3389	family	SAR11	3741	1	1	1			1.00	0.00	[1, 1, 1]
3390	family	Eubacteriaceae	3620	2	5	7			5.50	0.50	[5, 5, 7]
3391	family	Picrophilaceae	3684	1	1	1			1.00	0.00	[1]
3392	family	Natranaerobiaceae	3676	1	4	4			4.00	0.00	[4]
3393	family	Acidimicrobiaceae	3593	2	2	2			2.00	0.00	[2, 2]
3394	family	Thermococcaceae	3662	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3395	family	Acidithiobacillaceae	3651	1	2	2			2.00	0.00	[2, 2, 2, 2]
3396	family	Halobacteriaceae	3640	6	1	3			1.67	0.94	[3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3]
3397	family	Ignavibacteriaceae	3602	1	1	1			1.00	0.00	[1, 1]
3398	family	Archaeoglobaceae	3666	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1]
3399	family	Idiomarinaceae	3628	1	4	4			4.00	0.00	[4, 4]
3400	family	"Haliangiaceae"	3584	1	2	2			2.00	0.00	[2]
3401	family	Acidilobaceae	3623	1	1	1			1.00	0.00	[1]
3402	family	Alicyclobacillaceae	3609	2	5	6			5.50	0.50	[5, 6, 6]
3403	family	Halomonadaceae	3658	2	4	6			5.00	0.00	[5, 4, 6]
3404	family	Thermomonosporaceae	3579	1	4	4			4.00	0.00	[4]
3405	family	Haloferacaceae	3702	5	2	3			2.20	0.40	[2, 2, 2, 2, 2, 3, 2]
3406	family	Francisellaceae	3627	1	1	3			2.89	0.00	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3]
3407	family	Sporolactobacillaceae	3609	1	7	10			8.50	0.00	[7, 10]
3408	family	Oceanospirillaceae	3658	2	4	8			5.84	1.84	[4, 4, 8, 7, 8]
3409	family	Spiroplasmataceae	3696	1	1	2			1.12	0.00	[1, 1, 1, 1, 1, 1, 1, 2]
3410	family	Hydrogenothermaceae	3610	2	2	3			2.25	0.25	[3, 2, 2]
3411	family	Thiotrichales_incertae_sedis	3627	1	1	1			1.00	0.00	[1]
3412	family	Alteromonadaceae	3628	4	2	6			3.75	1.30	[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 6, 2, 3, 3, 3, 3]
3413	family	"Brachyspiraceae"	3616	1	1	1			1.00	0.00	[1, 1, 1, 1]
3414	family	Bartonellaceae	3671	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
3415	family	Family X	3723	1	2	2			2.00	0.00	[2, 2]
3416	family	Phyllobacteriaceae	3671	2	2	2			2.00	0.00	[2, 2, 2, 2, 2]
3417	family	Desulfurellaceae	3692	2	2	2			2.00	0.00	[2, 2]
3418	family	Bacteroidaceae	3622	1	5	7			6.00	0.00	[5, 6, 6, 7, 5, 6, 6, 7]
3419	family	Anaerolineaceae	3652	1	2	2			2.00	0.00	[2]
3420	family	Sphingobacteriaceae	3608	3	3	4			3.83	0.24	[4, 3, 4, 4]
3421	family	Deinococcaceae	3624	1	3	5			4.00	0.00	[4, 4, 4, 3, 5, 4]
3422	family	Thermotogaceae	3649	6	1	3			2.17	0.69	[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 2, 2]
3423	family	Psychromonadaceae	3628	1	10	10			10.00	0.00	[10, 10]
3424	family	Bifidobacteriaceae	3597	2	2	5			2.68	0.68	[4, 5, 4, 4, 2, 4, 4, 4, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 3, 3, 4, 4, 4, 4, 3, 2, 4, 2, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2]
3425	family	Chloroflexaceae	3585	2	2	3			2.50	0.50	[3, 3, 3, 2, 2]
3426	family	Rhodocyclaceae	3638	5	2	5			3.27	1.04	[2, 4, 4, 2, 4, 4, 5]
3427	family	Bacillaceae 1	3609	3	1	15			9.31	1.08	[9, 10, 10, 8, 8, 10, 8, 10, 9, 10, 10, 10, 8, 13, 11, 12, 11, 11, 7, 13, 7, 7, 14, 13, 7, 14, 14, 14, 12, 13, 13, 14, 11, 11, 7, 12, 11, 14, 11, 8, 10, 7, 10, 10, 14, 10, 12, 6, 7, 7, 10, 13, 14, 11, 10, 10, 10, 15, 14, 13, 10, 12, 14, 9, 12, 10, 13, 10, 9, 10, 12, 7, 10, 10, 9, 9, 12, 10, 11, 11, 8, 10, 8, 7, 9, 14, 10, 13, 10, 10, 14, 11, 1, 13, 8]
3428	family	Caldilineaceae	3661	1	2	2			2.00	0.00	[2]
3429	family	Pseudonocardiaceae	3590	6	3	5			3.81	0.68	[3, 4, 4, 4, 4, 4, 4, 4, 3, 3, 5, 4]
3430	family	Actinomycetaceae	3580	3	2	4			2.67	0.94	[2, 4, 2]
3431	family	Coriobacteriaceae	3576	8	1	3			1.88	0.78	[2, 1, 2, 3, 2, 1, 1, 3]
3432	family	Moraxellaceae	3700	3	4	7			4.78	0.93	[4, 4, 5, 4, 7, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4]
3433	family	Aquificaceae	3610	4	1	2			1.50	0.50	[2, 1, 1, 1, 2, 2, 2]
3434	family	Clostridiales_Incertae Sedis XVIII	3620	1	6	6			6.00	0.00	[6]
3435	family	Prolixibacteraceae	3622	1	2	2			2.00	0.00	[2]
3436	family	Myxococcaceae	3588	2	3	4			3.50	0.50	[3, 4]
3437	family	Family XIII	3723	1	2	3			2.33	0.00	[3, 2, 2]
3438	family	Desulfobulbaceae	3668	4	2	7			3.50	2.06	[3, 2, 7, 2]
3439	family	Alcaligenaceae	3634	5	1	3			2.50	0.45	[3, 1, 3, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]
3440	family	Bradyrhizobiaceae	3671	4	1	2			1.38	0.38	[1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1]
3441	family	Sulfolobaceae	3699	2	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3442	family	Hydrogenophilaceae	3693	2	2	2			2.00	0.00	[2, 2]
3443	family	Acholeplasmataceae	3604	1	2	4			2.29	0.00	[2, 2, 2, 2, 2, 4, 2]
3444	family	Lachnospiraceae	3620	6	1	8			3.70	2.35	[8, 6, 5, 5, 4, 1, 1, 4, 1, 6]
3445	family	Methanoregulaceae	3697	2	1	3			2.00	1.00	[1, 1, 3]
3446	family	Ectothiorhodospiraceae	3689	3	1	2			1.67	0.47	[1, 1, 1, 2, 2]
3447	family	Clostridiaceae 1	3620	1	6	14			9.43	0.00	[11, 10, 6, 8, 10, 10, 9, 14, 9, 7, 8, 8, 9, 9, 11, 11, 7, 9, 9, 9, 10, 11, 11, 9, 9, 11, 9, 12, 9, 8]
3448	family	Veillonellaceae	3706	3	4	7			5.50	1.22	[7, 4, 4, 7]
3449	family	Comamonadaceae	3634	10	1	9			2.95	1.46	[5, 5, 1, 2, 3, 3, 2, 2, 2, 3, 3, 3, 3, 1, 2, 2, 3, 9, 3, 3]
3450	family	Parachlamydiaceae	3605	1	3	3			3.00	0.00	[3]
3451	family	Methanosarcinaceae	3648	7	2	3			2.71	0.45	[3, 3, 3, 3, 2, 3, 3, 3, 3, 2]
3452	family	Cellulomonadaceae	3577	2	1	2			1.50	0.50	[2, 2, 2, 1, 1]
3453	family	Waddliaceae	3605	1	2	2			2.00	0.00	[2]
3454	family	Leptospiraceae	3616	1	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2, 2]
3455	family	Syntrophobacteraceae	3646	1	2	2			2.00	0.00	[2]
3456	family	Streptomycetaceae	3594	2	3	9			7.48	1.52	[6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 6, 7, 6, 6, 6, 7, 6, 6, 9]
3457	family	Desulfurococcaceae	3612	6	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3458	family	Methanomicrobiaceae	3697	2	1	2			1.50	0.50	[1, 1, 2]
3459	family	Lactobacillaceae	3641	2	4	9			4.98	0.32	[5, 4, 5, 5, 6, 7, 7, 9, 5, 5, 6, 9, 6, 4, 5, 5, 6, 5, 5, 5, 4, 4, 5, 5, 9, 4, 4, 5, 4, 6, 6, 7, 4, 9, 5, 4, 4, 5, 5, 4, 5, 5, 5, 4, 5, 5, 5, 6, 5, 5, 5, 4, 6, 5, 4, 4, 5]
3460	family	Trueperaceae	3624	1	2	2			2.00	0.00	[2]
3461	family	Staphylococcaceae	3609	2	4	6			4.62	0.62	[5, 5, 6, 5, 5, 6, 6, 6, 5, 6, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 6, 5, 5, 5, 6, 5, 5, 6, 5, 5, 4, 5, 5, 5, 5, 5, 6, 5, 5, 5, 5, 4]
3462	family	Cryomorphaceae	3625	2	2	2			2.00	0.00	[2, 2]
3463	family	Beijerinckiaceae	3671	2	2	3			2.50	0.50	[2, 3]
3464	family	Methanocaldococcaceae	3698	2	2	2			2.00	0.00	[2, 2, 2, 2, 2, 2]
3465	family	Peptostreptococcaceae	3620	2	4	11			7.25	3.25	[4, 11, 10]
3466	family	"Dictyoglomaceae"	3669	1	2	2			2.00	0.00	[2, 2]
3467	family	Methylophilaceae	3653	3	2	3			2.17	0.24	[2, 2, 3, 2, 2]
3468	family	Sphingomonadaceae	3660	5	1	3			2.21	0.63	[1, 2, 2, 3, 3, 3, 3, 2, 3, 2, 3, 3, 3, 1, 3, 3, 2]
3469	family	Burkholderiales_incertae_sedis	3634	4	1	3			1.75	0.83	[3, 1, 2, 1, 1]
3470	family	Anaplasmataceae	3656	3	1	1			1.00	0.00	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3471	family	Syntrophaceae	3646	3	1	1			1.00	0.00	[1, 1, 1]
3472	family	Geodermatophilaceae	3586	3	3	3			3.00	0.00	[3, 3, 3]
3473	family	Chlamydiaceae	3605	2	1	3			1.52	0.52	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
3474	family	Desulfobacteraceae	3668	3	2	6			4.00	1.63	[4, 2, 6]
3475	family	Rhizobiaceae	3671	2	3	5			3.18	0.18	[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 3, 3, 3, 3, 4, 3, 5, 3, 3, 4, 3, 3]
3476	family	Desulfovibrionaceae	3615	2	1	5			2.78	0.78	[2, 2, 5, 4, 5, 4, 3, 3, 5, 2, 3, 2, 5, 5, 3, 1]
3477	family	Heliobacteriaceae	3620	1	8	8			8.00	0.00	[8]
3478	family	Methanotrichaceae	3648	1	1	2			1.67	0.00	[2, 2, 1]
3479	family	Spirochaetaceae	3616	4	1	4			2.40	1.07	[2, 2, 3, 3, 2, 2, 2, 2, 2, 4, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4]
3480	family	"Porphyromonadaceae"	3622	6	2	7			4.08	1.59	[4, 5, 3, 2, 4, 4, 2, 4, 7]
3481	family	Chrysiogenaceae	3614	1	3	3			3.00	0.00	[3]
3482	family	Methylococcaceae	3681	3	2	3			2.67	0.47	[3, 2, 3]
3483	family	Conexibacteraceae	3642	1	1	1			1.00	0.00	[1]
3484	family	Desulfurobacteriaceae	3657	2	2	3			2.50	0.50	[2, 3]
3485	family	Microbacteriaceae	3577	3	1	2			1.67	0.47	[1, 1, 2, 2, 2, 2]
3486	family	Thermomicrobiaceae	3704	1	1	1			1.00	0.00	[1]
3487	family	Family XI	3723	1	2	2			2.00	0.00	[2]
3488	family	Planctomycetaceae	3632	5	1	8			3.00	2.61	[3, 8, 2, 1, 1]
3489	family	Intrasporangiaceae	3577	1	2	2			2.00	0.00	[2]
3490	family	Chlorobiaceae	3633	4	1	3			1.59	0.39	[2, 1, 2, 2, 1, 2, 3, 2, 2, 1, 1]
